session,file,path,kind,bytes,rows,columns,distinct_settings_in_file,what_it_is,produced_by,bias,z_parking,run_settings,session_log_passage,tip,sample,session_log,session_when,excluded_why,caveat,metadata_source
2026-09-19-morning,live_backoff_z0_run2.log,sessions/data/2026-09-19-morning/live_backoff_z0_run2.log,log,276,4,free text,first line: 12:49:27    0.0s   32767 counts  <<< CONTACT: STOP TURNING IN. Now back off in tiny steps ,hand-set 4: clear 12:50:00,scripts/live_backoff_z0.py,38229 = sample -0.5 V,held at 0 (fully retracted),"ticks while touching, silence when clear","sessions/2026-09-19-morning.md 3.4, 3.8, 3.13","the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,this script has NO self-test (it reuses the tested live_backoff.py),session data README or session log
2026-09-19-morning,live_backoff_z0_run3.log,sessions/data/2026-09-19-morning/live_backoff_z0_run3.log,log,276,4,free text,first line: 13:10:40    0.0s   32767 counts  <<< CONTACT: STOP TURNING IN. Now back off in tiny steps ,hand-set 5: clear 13:12:01,scripts/live_backoff_z0.py,38229 = sample -0.5 V,held at 0 (fully retracted),"ticks while touching, silence when clear","sessions/2026-09-19-morning.md 3.4, 3.8, 3.13","the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,this script has NO self-test (it reuses the tested live_backoff.py),session data README or session log
2026-09-19-morning,nudge_run1.log,sessions/data/2026-09-19-morning/nudge_run1.log,log,591,23,free text,first line: 12:08:29    0.2s FAR,"nudges judged with the hand OFF: 11 IN events at random Z, FAR within one or two sweeps",scripts/nudge.py,38229 = sample -0.5 V,full sweep each time,a full sweep every ~0.4 s; verdicts FAR / PAST / IN RANGE,sessions/2026-09-19-morning.md 3.6,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,"the log prints only CHANGES of state, so how many nudges there were is NOT RECORDED and some IN events may be one nudge",session data README or session log
2026-09-19-morning,passive_z0_run1.log,sessions/data/2026-09-19-morning/passive_z0_run1.log,log,46,1,free text,first line: 13:09:39      0s Z 0:  32767.0 counts  RAILED,"Z 0, nothing moving, railed until hand-set 5",scripts/passive_z0.py,38229 = sample -0.5 V,0,passive log,sessions/2026-09-19-morning.md 3.12,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,NO CSV - stopped for the hand-set; and the script has NO self-test,session data README or session log
2026-09-19-morning,release_watch_1789823258.csv,sessions/data/2026-09-19-morning/release_watch_1789823258.csv,csv,16,0,"t, state, onset_z",state: ,"its CSV - header only, no rows",scripts/release_and_watch.py,38229 = sample -0.5 V,0,"columns t, state, onset_z",sessions/2026-09-19-morning.md 3.12,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,"the CSV holds a header and NO DATA ROWS because the release never cleared, so the watch phase never ran",session data README or session log
2026-09-19-morning,release_watch_run1.log,sessions/data/2026-09-19-morning/release_watch_run1.log,log,540,13,free text,first line: 12:54:08 release chunk 1 (+20 steps): 22.333333333333332 counts,"released, then watched with the motor and hands still: 19,000 -> 42,000 -> FAR -> back at ~6,000-8,000",scripts/release_and_watch.py,38229 = sample -0.5 V,full sweep every 3 s,"1,000-count Z steps (the bug); 'FAR' means beyond Z 62,000",sessions/2026-09-19-morning.md 3.9,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,NO CSV - stopped to start the Z test. This log is the ONLY record of the headline gap-motion measurement,session data README or session log
2026-09-19-morning,release_watch_run2.log,sessions/data/2026-09-19-morning/release_watch_run2.log,log,723,14,free text,first line: 13:07:42 release chunk 5 (+100 steps): 32767 counts,"+1,200 retract steps in 20-step chunks: still railed",scripts/release_and_watch.py,38229 = sample -0.5 V,0,"columns t, state, onset_z",sessions/2026-09-19-morning.md 3.12,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,"the CSV holds a header and NO DATA ROWS because the release never cleared, so the watch phase never ran",session data README or session log
2026-09-19-morning,stairs_1789818942.csv,sessions/data/2026-09-19-morning/stairs_1789818942.csv,csv,59,2,"t, motor_steps, repeat, onset_z, adc",t spans 18.32,"the two find attempts, both empty",scripts/stairs.py,38229 = sample -0.5 V,swept 0 -> 62000 in 16-count steps,"columns t, motor_steps, repeat, onset_z, adc",sessions/2026-09-19-morning.md 3.4,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,the CSV has TWO data rows and both have an empty onset_z and adc: the record of finding nothing,session data README or session log
2026-09-19-morning,stairs_run1.log,sessions/data/2026-09-19-morning/stairs_run1.log,log,136,3,free text,"first line: 11:56:19 step   0: onsets [None, None]",two full finds 11:55:42-11:56:19: nothing in Z 0-62000,scripts/stairs.py,38229 = sample -0.5 V,swept 0 -> 62000 in 16-count steps,"columns t, motor_steps, repeat, onset_z, adc",sessions/2026-09-19-morning.md 3.4,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,the CSV has TWO data rows and both have an empty onset_z and adc: the record of finding nothing,session data README or session log
2026-09-19-morning,storage_backoff_watch.log,sessions/data/2026-09-19-morning/storage_backoff_watch.log,log,1809,21,free text,first line: Traceback (most recent call last):,the watcher started for the storage back-off; it lost the port when the USB came out,a watcher script,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/live_backoff_z0.py imports 2026-09-19-bench/scripts/live_backoff.py, which writes BIAS 38229 at line 18)",held at 0 (live_backoff_z0.py sets live_backoff.MID = 0),"ends in a SerialException, which was expected","sessions/2026-09-19-morning.md 3.14, 10","the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,THE LAST RECORD OF THE ELECTRICAL STATE before power-down,recovered from the producing script's source
2026-09-19-morning,swing_log_run1.log,sessions/data/2026-09-19-morning/swing_log_run1.log,log,24,1,free text,first line: 13:14:21     0.0s FAR  ,full sweeps every 5 s with the motor still: FAR on every sweep for 11.8 minutes,scripts/swing_log.py,38229 = sample -0.5 V,full sweep every 5 s,"the log prints only CHANGES of state, so its single FAR line is the whole record",sessions/2026-09-19-morning.md 3.14,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,"NO CSV - stopped for the shutdown. And a sweep in which every read failed would also score FAR; the reads were healthy before and after, so that is unlikely but not excluded",session data README or session log
2026-09-19-morning,touch_and_hold_run1.log,sessions/data/2026-09-19-morning/touch_and_hold_run1.log,log,315,8,free text,first line: 11:44:36    9.2s   23097 counts  <<< CONTACT. STOP TURNING. Hands off. Leave the room. >>>,"hand-set 2 WITHOUT a hand back-off: contact 11:44:36, railed at Z 0 from 11:44:38",scripts/touch_and_hold.py,38229 = sample -0.5 V,pulled to 0,the motor was to do the back-off; it did not,sessions/2026-09-19-morning.md 3.3,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,touchtest_run1.log,sessions/data/2026-09-19-morning/touchtest_run1.log,log,20713,248,free text,first line:    0.8s ---- HANDS OFF ----,"touching the screw head WITHOUT turning, bias flipping: no effect at all",scripts/touchtest.py,alternating +-0.5 V,20000,"hands off: bias-flip signal -0.1 +- 6.2 counts, read sd 46.5, 153 periods; touching: -0.8 +- 6.1, sd 46.3, 88 periods",sessions/2026-09-19-morning.md 3.6,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,this script has NO self-test,session data README or session log
2026-09-19-morning,tuned_s3k_scan0.csv,sessions/data/2026-09-19-morning/tuned_s3k_scan0.csv,csv,405,2,"y, dir, then 21 X DAC codes 29768..35768",2 pass rows,tuned constant-current scan 0 of 3,scripts/tuned_scans.py,38229 = sample -0.5 V,"loop-controlled, clamp 12000-48000","+-3000 X, 21 x 11 pixels, loop constant 1,800 counts per decade; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back)",sessions/2026-09-19-morning.md 3.12,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",ALL SIX TUNED IMAGES ABORTED at a clamp. The session log's conclusion is 'the tuned loop never held on hardware today',,session data README or session log
2026-09-19-morning,tuned_s3k_scan1.csv,sessions/data/2026-09-19-morning/tuned_s3k_scan1.csv,csv,2316,16,"y, dir, then 21 X DAC codes 29768..35768",16 pass rows,tuned constant-current scan 1 of 3,scripts/tuned_scans.py,38229 = sample -0.5 V,"loop-controlled, clamp 12000-48000","+-3000 X, 21 x 11 pixels, loop constant 1,800 counts per decade; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back)",sessions/2026-09-19-morning.md 3.12,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",ALL SIX TUNED IMAGES ABORTED at a clamp. The session log's conclusion is 'the tuned loop never held on hardware today',,session data README or session log
2026-09-19-morning,tuned_s3k_scan2.csv,sessions/data/2026-09-19-morning/tuned_s3k_scan2.csv,csv,2589,18,"y, dir, then 21 X DAC codes 29768..35768",18 pass rows,tuned constant-current scan 2 of 3,scripts/tuned_scans.py,38229 = sample -0.5 V,"loop-controlled, clamp 12000-48000","+-3000 X, 21 x 11 pixels, loop constant 1,800 counts per decade; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back)",sessions/2026-09-19-morning.md 3.12,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",ALL SIX TUNED IMAGES ABORTED at a clamp. The session log's conclusion is 'the tuned loop never held on hardware today',,session data README or session log
2026-09-19-morning,tuned_s3k_xheld0.csv,sessions/data/2026-09-19-morning/tuned_s3k_xheld0.csv,csv,678,4,"y, dir, then 21 X DAC codes 29768..35768",4 pass rows,X-HELD CONTROL 0 of 3 for the tuned scans,scripts/tuned_scans.py,38229 = sample -0.5 V,"loop-controlled, clamp 12000-48000",same as the scan it follows; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back),sessions/2026-09-19-morning.md 3.12,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC","aborted at a clamp, like the scans",,session data README or session log
2026-09-19-morning,tuned_s3k_xheld1.csv,sessions/data/2026-09-19-morning/tuned_s3k_xheld1.csv,csv,2316,16,"y, dir, then 21 X DAC codes 29768..35768",16 pass rows,X-HELD CONTROL 1 of 3 for the tuned scans,scripts/tuned_scans.py,38229 = sample -0.5 V,"loop-controlled, clamp 12000-48000",same as the scan it follows; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back),sessions/2026-09-19-morning.md 3.12,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC","aborted at a clamp, like the scans",,session data README or session log
2026-09-19-morning,tuned_s3k_xheld2.csv,sessions/data/2026-09-19-morning/tuned_s3k_xheld2.csv,csv,2589,18,"y, dir, then 21 X DAC codes 29768..35768",18 pass rows,X-HELD CONTROL 2 of 3 for the tuned scans,scripts/tuned_scans.py,38229 = sample -0.5 V,"loop-controlled, clamp 12000-48000",same as the scan it follows; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back),sessions/2026-09-19-morning.md 3.12,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC","aborted at a clamp, like the scans",,session data README or session log
2026-09-19-morning,tuned_scans_run1.log,sessions/data/2026-09-19-morning/tuned_scans_run1.log,log,948,12,free text,"first line: 13:06:36   ABORT line 0: saturated 0, clamped 135","scans with the loop constant set to 1,800: all six aborted, two at the top clamp and four at the bottom",scripts/tuned_scans.py,38229 = sample -0.5 V,loop-controlled,"scan2.scan with COUNTS_PER_DECADE = 1800, each scan followed by an X-held control",sessions/2026-09-19-morning.md 3.12,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,where_run1.log,sessions/data/2026-09-19-morning/where_run1.log,log,300,5,free text,first line: 13:07:11 sweep 0: at Z 0 4835 counts; onset 0 (4656 counts),"contact even at Z 0 from 13:07:11, rising",scripts/where.py,38229 = sample -0.5 V,0 and swept,prints the reading at Z 0 and the onset per sweep,sessions/2026-09-19-morning.md 3.12,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,"NO self-test; and its sweep ran at 1,000-count steps (the bug)",session data README or session log
2026-09-19-morning,where_run2.log,sessions/data/2026-09-19-morning/where_run2.log,log,186,3,free text,first line: 13:08:54 sweep 0: at Z 0 32767 counts; onset 0 (32767 counts),"the same check again, 13:09",scripts/where.py,38229 = sample -0.5 V,0 and swept,prints the reading at Z 0 and the onset per sweep,sessions/2026-09-19-morning.md 3.12,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,"NO self-test; and its sweep ran at 1,000-count steps (the bug)",session data README or session log
2026-09-19-morning,zjump_run1.log,sessions/data/2026-09-19-morning/zjump_run1.log,log,1716,20,free text,"first line: 12:06:02 bias 0 V    Z     0->28000: first3 [3714, 5, -55] | rest mean    7.3 sd  45.6 (No","read check and Z-jump transient test: 2 of 4 upward 0 -> 28,000 jumps put 3,714 (0 V) and 1,026 (-0.5 V) counts on the next read",scripts/zjump.py,0 V and -0.5 V,"jumped 0 -> 28000 and 0 -> 60000, and downward","reads alive, sd 29-56, no dropped replies",sessions/2026-09-19-morning.md 3.5,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,this script has NO self-test,session data README or session log
2026-09-19-morning,ztest_1789817796.csv,sessions/data/2026-09-19-morning/ztest_1789817796.csv,csv,45108,1829,"t, cycle, phase, z, adc","z: 32768, 32784, 32800, 32816, 32832, 32848, 32864, 32880 ... (1828 values); phase: find, lost, start; t spans 7.94","the points of that first, empty Z test",scripts/ztest.py,38229 = sample -0.5 V,walked 32768 -> 62000,"columns t, cycle, phase, z, adc; phases start/find/pre/in/out/out2/snap/lost; cycle 0 is the find; Z steps of 4 counts, 5 averaged reads per point",sessions/2026-09-19-morning.md 3.2,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC","status LOST - no contact was found, so it has no cycles and no results",,session data README or session log
2026-09-19-morning,ztest_1789820073.csv,sessions/data/2026-09-19-morning/ztest_1789820073.csv,csv,1194,45,"t, cycle, phase, z, adc","z: 0, 1000, 10000, 11000, 12000, 13000, 14000, 15000 ... (44 values); phase: pre, snap, start; t spans 0.23",the 45 points of that stuck attempt,scripts/ztest.py,38229 = sample -0.5 V,0 upward,"columns t, cycle, phase, z, adc; phases start/find/pre/in/out/out2/snap/lost; cycle 0 is the find; Z steps of 4 counts, 5 averaged reads per point",sessions/2026-09-19-morning.md 3.7,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC","status STUCK: still in contact with Z fully retracted, so no cycles ran and it has no results",,session data README or session log
2026-09-19-morning,ztest_1789822585.csv,sessions/data/2026-09-19-morning/ztest_1789822585.csv,csv,612513,24379,"t, cycle, phase, z, adc","z: 10000, 10016, 10032, 10048, 10064, 10080, 10096, 10112 ... (6580 values); phase: find, in, out, out2, pre, snap, start; t spans 94.97","its 24,379 points",scripts/ztest.py,38229 = sample -0.5 V,cycled in and out about the contact,"columns t, cycle, phase, z, adc; phases start/find/pre/in/out/out2/snap/lost; cycle 0 is the find; Z steps of 4 counts, 5 averaged reads per point; 30 cycles",sessions/2026-09-19-morning.md 3.10,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,ztest_run1.log,sessions/data/2026-09-19-morning/ztest_run1.log,log,309,3,free text,first line: 11:36:45 LOST: nothing up to Z 62000; Z back to 32768,first Z test: nothing in Z 32768-62000,scripts/ztest.py,38229 = sample -0.5 V,walked 32768 -> 62000,found no contact,sessions/2026-09-19-morning.md 3.2,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,ztest_run2.log,sessions/data/2026-09-19-morning/ztest_run2.log,log,450,5,free text,first line: 12:14:34 in contact at the start (20587 counts): backing out,30 s later: in contact even at Z 0 (STUCK),scripts/ztest.py,38229 = sample -0.5 V,0 upward,"columns t, cycle, phase, z, adc; phases start/find/pre/in/out/out2/snap/lost; cycle 0 is the find; Z steps of 4 counts, 5 averaged reads per point",sessions/2026-09-19-morning.md 3.7,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC","status STUCK: still in contact with Z fully retracted, so no cycles ran and it has no results",,session data README or session log
2026-09-19-morning,ztest_run3.log,sessions/data/2026-09-19-morning/ztest_run3.log,log,3468,41,free text,first line: 12:56:34   SNAP: 9116 counts at Z 41264 -> Z down 3000,THE Z TEST: 30 cycles at sample -0.5 V,scripts/ztest.py,38229 = sample -0.5 V,cycled in and out about the contact,"columns t, cycle, phase, z, adc; phases start/find/pre/in/out/out2/snap/lost; cycle 0 is the find; Z steps of 4 counts, 5 averaged reads per point; 30 cycles",sessions/2026-09-19-morning.md 3.10,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
